REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Tennessee,2021,12,24,0,0,0,0,0
States,Texas,2021,12,1884,3,3,0.32,0.16,0.16
States,Utah,2021,12,X,X,X,X,X,X
States,Vermont,2021,12,141,0,0,0,0,0
States,Virginia,2021,12,210,0,0,0,0,0
States,Washington,2021,12,416,0,0,0,0,0
States,West Virginia,2021,12,633,1,1,0.32,0.16,0.16
States,Wisconsin,2021,12,2838,1,3,0.14,0.04,0.11
States,Wyoming,2021,12,X,X,X,X,X,X
States,Puerto Rico,2021,12,0,0,0,0,0,0
States,Virgin Islands,2021,12,X,X,X,X,X,X
States,New York City,2021,12,X,X,X,X,X,X
States,Alabama,2021,13,217,2,0,0.92,0.92,0
States,Alaska,2021,13,X,X,X,X,X,X
States,Arizona,2021,13,205,0,0,0,0,0
States,Arkansas,2021,13,176,0,0,0,0,0
States,California,2021,13,3725,0,0,0,0,0
States,Colorado,2021,13,1131,0,0,0,0,0
States,Connecticut,2021,13,337,0,0,0,0,0
States,Delaware,2021,13,654,0,0,0,0,0
States,District of Columbia,2021,13,X,X,X,X,X,X
States,Florida,2021,13,X,X,X,X,X,X
States,Georgia,2021,13,803,1,3,0.5,0.12,0.37
States,Hawaii,2021,13,254,0,0,0,0,0
States,Idaho,2021,13,91,0,0,0,0,0
States,Illinois,2021,13,60,0,0,0,0,0
States,Indiana,2021,13,265,0,0,0,0,0
States,Iowa,2021,13,408,0,0,0,0,0
States,Kansas,2021,13,65,0,0,0,0,0
States,Kentucky,2021,13,608,0,0,0,0,0
States,Louisiana,2021,13,93,0,0,0,0,0
States,Maine,2021,13,132,0,0,0,0,0
States,Maryland,2021,13,1065,0,0,0,0,0
States,Massachusetts,2021,13,906,0,0,0,0,0
States,Michigan,2021,13,1283,0,1,0.08,0,0.08
States,Minnesota,2021,13,358,0,0,0,0,0
States,Mississippi,2021,13,32,0,0,0,0,0
States,Missouri,2021,13,431,0,0,0,0,0
States,Montana,2021,13,695,0,0,0,0,0
States,Nebraska,2021,13,153,0,0,0,0,0
States,Nevada,2021,13,X,X,X,X,X,X
States,New Hampshire,2021,13,X,X,X,X,X,X
States,New Jersey,2021,13,X,X,X,X,X,X
States,New Mexico,2021,13,1882,0,1,0.05,0,0.05
States,New York,2021,13,3432,0,0,0,0,0
States,North Carolina,2021,13,88,0,0,0,0,0
States,North Dakota,2021,13,X,X,X,X,X,X
States,Ohio,2021,13,1232,0,0,0,0,0
States,Oklahoma,2021,13,656,0,0,0,0,0
States,Oregon,2021,13,2359,1,0,0.04,0.04,0
States,Pennsylvania,2021,13,674,1,0,0.15,0.15,0
States,Rhode Island,2021,13,X,X,X,X,X,X
States,South Carolina,2021,13,300,2,0,0.67,0.67,0
States,South Dakota,2021,13,46,0,0,0,0,0
States,Tennessee,2021,13,11,0,0,0,0,0
States,Texas,2021,13,1877,1,2,0.16,0.05,0.11
States,Utah,2021,13,X,X,X,X,X,X
States,Vermont,2021,13,167,0,1,0.6,0,0.6
States,Virginia,2021,13,229,0,0,0,0,0
States,Washington,2021,13,443,0,0,0,0,0
States,West Virginia,2021,13,629,1,0,0.16,0.16,0
States,Wisconsin,2021,13,2477,1,0,0.04,0.04,0
States,Wyoming,2021,13,X,X,X,X,X,X
States,Puerto Rico,2021,13,0,0,0,0,0,0
States,Virgin Islands,2021,13,X,X,X,X,X,X
States,New York City,2021,13,X,X,X,X,X,X
States,Alabama,2021,14,213,2,1,1.41,0.94,0.47
States,Alaska,2021,14,X,X,X,X,X,X
States,Arizona,2021,14,230,0,0,0,0,0
States,Arkansas,2021,14,136,0,0,0,0,0
States,California,2021,14,1566,2,1,0.19,0.13,0.06
States,Colorado,2021,14,1188,0,0,0,0,0
States,Connecticut,2021,14,285,0,0,0,0,0
States,Delaware,2021,14,X,X,X,X,X,X
States,District of Columbia,2021,14,X,X,X,X,X,X
States,Florida,2021,14,X,X,X,X,X,X
States,Georgia,2021,14,947,4,4,0.84,0.42,0.42
States,Hawaii,2021,14,206,0,0,0,0,0
States,Idaho,2021,14,52,0,0,0,0,0
States,Illinois,2021,14,46,0,0,0,0,0
States,Indiana,2021,14,336,0,0,0,0,0
States,Iowa,2021,14,444,0,0,0,0,0
States,Kansas,2021,14,73,0,0,0,0,0
States,Kentucky,2021,14,603,0,0,0,0,0
States,Louisiana,2021,14,85,0,0,0,0,0
States,Maine,2021,14,126,0,0,0,0,0
States,Maryland,2021,14,849,0,0,0,0,0
States,Massachusetts,2021,14,995,0,0,0,0,0
States,Michigan,2021,14,1436,0,0,0,0,0
States,Minnesota,2021,14,659,0,0,0,0,0
States,Mississippi,2021,14,34,0,0,0,0,0
States,Missouri,2021,14,1444,0,1,0.07,0,0.07
States,Montana,2021,14,718,0,0,0,0,0
States,Nebraska,2021,14,154,0,0,0,0,0
States,Nevada,2021,14,X,X,X,X,X,X
States,New Hampshire,2021,14,X,X,X,X,X,X
States,New Jersey,2021,14,X,X,X,X,X,X
States,New Mexico,2021,14,2061,0,1,0.05,0,0.05
States,New York,2021,14,3698,0,0,0,0,0
States,North Carolina,2021,14,105,0,1,0.95,0,0.95
States,North Dakota,2021,14,X,X,X,X,X,X
States,Ohio,2021,14,1278,0,0,0,0,0
States,Oklahoma,2021,14,668,0,0,0,0,0
States,Oregon,2021,14,2656,1,0,0.04,0.04,0
States,Pennsylvania,2021,14,575,0,0,0,0,0
States,Rhode Island,2021,14,X,X,X,X,X,X
States,South Carolina,2021,14,325,0,0,0,0,0
States,South Dakota,2021,14,32,0,0,0,0,0
States,Tennessee,2021,14,21,0,0,0,0,0
States,Texas,2021,14,1998,0,4,0.2,0,0.2
States,Utah,2021,14,X,X,X,X,X,X
States,Vermont,2021,14,184,0,0,0,0,0
States,Virginia,2021,14,223,0,0,0,0,0
States,Washington,2021,14,464,0,0,0,0,0
States,West Virginia,2021,14,747,0,1,0.13,0,0.13
States,Wisconsin,2021,14,2286,0,0,0,0,0
States,Wyoming,2021,14,X,X,X,X,X,X
States,Puerto Rico,2021,14,0,0,0,0,0,0
States,Virgin Islands,2021,14,X,X,X,X,X,X
States,New York City,2021,14,X,X,X,X,X,X
States,Alabama,2021,15,252,1,0,0.4,0.4,0
States,Alaska,2021,15,X,X,X,X,X,X
States,Arizona,2021,15,216,0,0,0,0,0
States,Arkansas,2021,15,163,0,0,0,0,0
States,California,2021,15,1488,0,1,0.07,0,0.07
States,Colorado,2021,15,1242,0,0,0,0,0
States,Connecticut,2021,15,261,0,0,0,0,0
States,Delaware,2021,15,X,X,X,X,X,X
States,District of Columbia,2021,15,X,X,X,X,X,X
States,Florida,2021,15,X,X,X,X,X,X
States,Georgia,2021,15,943,1,3,0.42,0.11,0.32
States,Hawaii,2021,15,238,0,0,0,0,0
States,Idaho,2021,15,79,0,0,0,0,0
States,Illinois,2021,15,59,0,0,0,0,0
States,Indiana,2021,15,360,0,0,0,0,0
States,Iowa,2021,15,446,0,2,0.45,0,0.45
States,Kansas,2021,15,86,0,0,0,0,0
States,Kentucky,2021,15,676,0,0,0,0,0
States,Louisiana,2021,15,110,0,0,0,0,0
States,Maine,2021,15,114,0,0,0,0,0
States,Maryland,2021,15,875,0,0,0,0,0
States,Massachusetts,2021,15,751,0,0,0,0,0
States,Michigan,2021,15,483,2,0,0.41,0.41,0
States,Minnesota,2021,15,732,0,0,0,0,0
States,Mississippi,2021,15,37,0,0,0,0,0
States,Missouri,2021,15,448,0,0,0,0,0
States,Montana,2021,15,797,0,0,0,0,0
States,Nebraska,2021,15,159,0,0,0,0,0
States,Nevada,2021,15,X,X,X,X,X,X
States,New Hampshire,2021,15,X,X,X,X,X,X
States,New Jersey,2021,15,X,X,X,X,X,X
States,New Mexico,2021,15,1922,0,0,0,0,0
States,New York,2021,15,3887,0,1,0.03,0,0.03
States,North Carolina,2021,15,X,X,X,X,X,X
States,North Dakota,2021,15,X,X,X,X,X,X
States,Ohio,2021,15,1367,0,0,0,0,0
States,Oklahoma,2021,15,660,0,0,0,0,0
States,Oregon,2021,15,2799,0,0,0,0,0
States,Pennsylvania,2021,15,665,0,1,0.15,0,0.15
States,Rhode Island,2021,15,X,X,X,X,X,X
States,South Carolina,2021,15,327,0,0,0,0,0
States,South Dakota,2021,15,39,0,0,0,0,0
States,Tennessee,2021,15,28,0,1,3.57,0,3.57
States,Texas,2021,15,1826,1,1,0.11,0.05,0.05
States,Utah,2021,15,X,X,X,X,X,X
States,Vermont,2021,15,188,0,1,0.53,0,0.53
States,Virginia,2021,15,234,0,0,0,0,0
States,Washington,2021,15,480,0,0,0,0,0
States,West Virginia,2021,15,794,0,0,0,0,0
States,Wisconsin,2021,15,2472,1,2,0.12,0.04,0.08
States,Wyoming,2021,15,X,X,X,X,X,X
States,Puerto Rico,2021,15,0,0,0,0,0,0
States,Virgin Islands,2021,15,X,X,X,X,X,X
States,New York City,2021,15,X,X,X,X,X,X
States,Alabama,2021,16,233,1,0,0.43,0.43,0
States,Alaska,2021,16,X,X,X,X,X,X
States,Arizona,2021,16,206,0,0,0,0,0
States,Arkansas,2021,16,174,0,0,0,0,0
States,California,2021,16,1810,0,2,0.11,0,0.11
States,Colorado,2021,16,1302,0,0,0,0,0
States,Connecticut,2021,16,254,0,0,0,0,0
States,Delaware,2021,16,X,X,X,X,X,X
States,District of Columbia,2021,16,X,X,X,X,X,X
States,Florida,2021,16,X,X,X,X,X,X
States,Georgia,2021,16,894,2,3,0.56,0.22,0.34
States,Hawaii,2021,16,260,0,0,0,0,0
States,Idaho,2021,16,92,0,0,0,0,0
States,Illinois,2021,16,74,0,0,0,0,0
States,Indiana,2021,16,280,0,0,0,0,0
States,Iowa,2021,16,472,0,0,0,0,0
States,Kansas,2021,16,393,0,0,0,0,0
States,Kentucky,2021,16,690,0,0,0,0,0
States,Louisiana,2021,16,119,0,0,0,0,0
States,Maine,2021,16,117,0,0,0,0,0
States,Maryland,2021,16,736,0,1,0.14,0,0.14
States,Massachusetts,2021,16,659,0,0,0,0,0
States,Michigan,2021,16,477,0,0,0,0,0
States,Minnesota,2021,16,773,0,0,0,0,0
States,Mississippi,2021,16,35,0,0,0,0,0
States,Missouri,2021,16,1534,1,0,0.07,0.07,0
States,Montana,2021,16,702,0,0,0,0,0
States,Nebraska,2021,16,101,0,0,0,0,0
States,Nevada,2021,16,X,X,X,X,X,X
States,New Hampshire,2021,16,X,X,X,X,X,X
States,New Jersey,2021,16,X,X,X,X,X,X
States,New Mexico,2021,16,2379,0,0,0,0,0
States,New York,2021,16,3777,0,0,0,0,0
States,North Carolina,2021,16,X,X,X,X,X,X
States,North Dakota,2021,16,X,X,X,X,X,X
States,Ohio,2021,16,957,0,0,0,0,0
States,Oklahoma,2021,16,612,0,0,0,0,0
States,Oregon,2021,16,2393,1,0,0.04,0.04,0
States,Pennsylvania,2021,16,526,0,0,0,0,0
States,Rhode Island,2021,16,X,X,X,X,X,X
States,South Carolina,2021,16,399,2,0,0.5,0.5,0
States,South Dakota,2021,16,32,0,0,0,0,0
States,Tennessee,2021,16,19,0,0,0,0,0
States,Texas,2021,16,1913,0,5,0.26,0,0.26
States,Utah,2021,16,X,X,X,X,X,X
States,Vermont,2021,16,191,0,0,0,0,0
States,Virginia,2021,16,219,0,0,0,0,0
States,Washington,2021,16,437,0,0,0,0,0
States,West Virginia,2021,16,789,0,0,0,0,0
States,Wisconsin,2021,16,2169,4,4,0.37,0.18,0.18
States,Wyoming,2021,16,X,X,X,X,X,X
States,Puerto Rico,2021,16,0,0,0,0,0,0
States,Virgin Islands,2021,16,X,X,X,X,X,X
States,New York City,2021,16,X,X,X,X,X,X
States,Alabama,2021,17,206,1,0,0.49,0.49,0
States,Alaska,2021,17,X,X,X,X,X,X
States,Arizona,2021,17,221,0,0,0,0,0
States,Arkansas,2021,17,189,0,0,0,0,0
States,California,2021,17,2007,1,0,0.05,0.05,0
States,Colorado,2021,17,1379,0,0,0,0,0
States,Connecticut,2021,17,242,0,0,0,0,0
States,Delaware,2021,17,X,X,X,X,X,X
States,District of Columbia,2021,17,X,X,X,X,X,X
States,Florida,2021,17,X,X,X,X,X,X
States,Georgia,2021,17,963,3,4,0.73,0.31,0.42
States,Hawaii,2021,17,218,1,0,0.46,0.46,0
States,Idaho,2021,17,89,0,0,0,0,0
States,Illinois,2021,17,75,0,0,0,0,0
States,Indiana,2021,17,317,0,0,0,0,0
States,Iowa,2021,17,461,0,0,0,0,0
States,Kansas,2021,17,411,0,0,0,0,0
States,Kentucky,2021,17,672,0,0,0,0,0
States,Louisiana,2021,17,111,0,0,0,0,0
States,Maine,2021,17,136,0,0,0,0,0
States,Maryland,2021,17,680,0,0,0,0,0
States,Massachusetts,2021,17,719,0,0,0,0,0
States,Michigan,2021,17,408,0,0,0,0,0
States,Minnesota,2021,17,808,0,0,0,0,0
States,Mississippi,2021,17,24,0,0,0,0,0
States,Missouri,2021,17,1580,0,0,0,0,0
States,Montana,2021,17,666,0,0,0,0,0
States,Nebraska,2021,17,89,0,0,0,0,0
States,Nevada,2021,17,X,X,X,X,X,X
States,New Hampshire,2021,17,X,X,X,X,X,X
States,New Jersey,2021,17,X,X,X,X,X,X
States,New Mexico,2021,17,2398,0,0,0,0,0
States,New York,2021,17,3927,0,0,0,0,0
States,North Carolina,2021,17,X,X,X,X,X,X
States,North Dakota,2021,17,X,X,X,X,X,X
States,Ohio,2021,17,1202,0,0,0,0,0
States,Oklahoma,2021,17,629,0,0,0,0,0
States,Oregon,2021,17,2650,0,1,0.04,0,0.04
States,Pennsylvania,2021,17,339,0,0,0,0,0
States,Rhode Island,2021,17,X,X,X,X,X,X
States,South Carolina,2021,17,362,0,0,0,0,0
States,South Dakota,2021,17,48,0,0,0,0,0
States,Tennessee,2021,17,29,0,0,0,0,0
States,Texas,2021,17,1951,4,2,0.31,0.21,0.1
States,Utah,2021,17,X,X,X,X,X,X
States,Vermont,2021,17,171,0,1,0.58,0,0.58
States,Virginia,2021,17,232,0,0,0,0,0
States,Washington,2021,17,427,0,0,0,0,0
States,West Virginia,2021,17,865,0,0,0,0,0
States,Wisconsin,2021,17,2101,5,2,0.33,0.24,0.1
States,Wyoming,2021,17,X,X,X,X,X,X
States,Puerto Rico,2021,17,0,0,0,0,0,0
States,Virgin Islands,2021,17,X,X,X,X,X,X
States,New York City,2021,17,X,X,X,X,X,X
States,Alabama,2021,18,222,0,0,0,0,0
States,Alaska,2021,18,X,X,X,X,X,X
States,Arizona,2021,18,241,0,0,0,0,0
States,Arkansas,2021,18,178,0,0,0,0,0
States,California,2021,18,1936,0,1,0.05,0,0.05
States,Colorado,2021,18,1233,0,0,0,0,0
States,Connecticut,2021,18,217,0,0,0,0,0
States,Delaware,2021,18,X,X,X,X,X,X
States,District of Columbia,2021,18,X,X,X,X,X,X
States,Florida,2021,18,X,X,X,X,X,X
States,Georgia,2021,18,929,1,5,0.65,0.11,0.54
States,Hawaii,2021,18,212,0,0,0,0,0
States,Idaho,2021,18,86,0,0,0,0,0
States,Illinois,2021,18,62,0,0,0,0,0
States,Indiana,2021,18,302,0,0,0,0,0
States,Iowa,2021,18,431,0,0,0,0,0
States,Kansas,2021,18,109,0,0,0,0,0
States,Kentucky,2021,18,728,0,0,0,0,0
States,Louisiana,2021,18,148,0,0,0,0,0
States,Maine,2021,18,115,0,0,0,0,0
States,Maryland,2021,18,666,0,0,0,0,0
States,Massachusetts,2021,18,702,2,0,0.28,0.28,0
States,Michigan,2021,18,384,0,0,0,0,0
States,Minnesota,2021,18,732,0,0,0,0,0
States,Mississippi,2021,18,30,0,0,0,0,0
States,Missouri,2021,18,2042,0,0,0,0,0
States,Montana,2021,18,563,0,0,0,0,0
States,Nebraska,2021,18,61,0,0,0,0,0
States,Nevada,2021,18,X,X,X,X,X,X
States,New Hampshire,2021,18,X,X,X,X,X,X
States,New Jersey,2021,18,X,X,X,X,X,X
States,New Mexico,2021,18,2199,0,0,0,0,0
States,New York,2021,18,3908,0,0,0,0,0
States,North Carolina,2021,18,84,0,0,0,0,0
States,North Dakota,2021,18,X,X,X,X,X,X
States,Ohio,2021,18,938,0,0,0,0,0
States,Oklahoma,2021,18,682,0,0,0,0,0
States,Oregon,2021,18,2585,0,0,0,0,0
States,Pennsylvania,2021,18,368,0,1,0.27,0,0.27
States,Rhode Island,2021,18,X,X,X,X,X,X
States,South Carolina,2021,18,410,0,0,0,0,0
States,South Dakota,2021,18,42,0,0,0,0,0
States,Tennessee,2021,18,16,0,0,0,0,0
States,Texas,2021,18,1979,3,1,0.2,0.15,0.05
States,Utah,2021,18,X,X,X,X,X,X
States,Vermont,2021,18,130,0,3,2.31,0,2.31
States,Virginia,2021,18,220,0,0,0,0,0
States,Washington,2021,18,507,0,0,0,0,0
States,West Virginia,2021,18,692,0,0,0,0,0
States,Wisconsin,2021,18,2049,0,1,0.05,0,0.05
States,Wyoming,2021,18,X,X,X,X,X,X
States,Puerto Rico,2021,18,0,0,0,0,0,0
States,Virgin Islands,2021,18,X,X,X,X,X,X
States,New York City,2021,18,X,X,X,X,X,X
States,Alabama,2021,19,213,2,0,0.94,0.94,0
States,Alaska,2021,19,X,X,X,X,X,X
States,Arizona,2021,19,263,0,0,0,0,0
States,Arkansas,2021,19,180,0,0,0,0,0
States,California,2021,19,1505,0,0,0,0,0
States,Colorado,2021,19,1313,0,0,0,0,0
States,Connecticut,2021,19,259,0,0,0,0,0
States,Delaware,2021,19,X,X,X,X,X,X
States,District of Columbia,2021,19,X,X,X,X,X,X
States,Florida,2021,19,X,X,X,X,X,X
States,Georgia,2021,19,989,4,5,0.91,0.4,0.51
States,Hawaii,2021,19,200,0,1,0.5,0,0.5
States,Idaho,2021,19,64,0,1,1.56,0,1.56
States,Illinois,2021,19,62,1,0,1.61,1.61,0
States,Indiana,2021,19,269,0,0,0,0,0
States,Iowa,2021,19,330,0,0,0,0,0
States,Kansas,2021,19,75,0,0,0,0,0
States,Kentucky,2021,19,705,0,0,0,0,0
States,Louisiana,2021,19,149,0,0,0,0,0
States,Maine,2021,19,110,0,0,0,0,0
States,Maryland,2021,19,698,0,1,0.14,0,0.14
States,Massachusetts,2021,19,612,1,0,0.16,0.16,0
States,Michigan,2021,19,335,0,0,0,0,0
States,Minnesota,2021,19,746,0,0,0,0,0
States,Mississippi,2021,19,34,0,0,0,0,0
States,Missouri,2021,19,2556,0,0,0,0,0
States,Montana,2021,19,510,0,0,0,0,0
States,Nebraska,2021,19,74,0,0,0,0,0
States,Nevada,2021,19,X,X,X,X,X,X
States,New Hampshire,2021,19,X,X,X,X,X,X
States,New Jersey,2021,19,X,X,X,X,X,X
States,New Mexico,2021,19,2134,0,0,0,0,0
States,New York,2021,19,3276,0,0,0,0,0
States,North Carolina,2021,19,91,0,0,0,0,0
States,North Dakota,2021,19,X,X,X,X,X,X
States,Ohio,2021,19,921,0,0,0,0,0
States,Oklahoma,2021,19,619,0,0,0,0,0
States,Oregon,2021,19,2560,0,0,0,0,0
States,Pennsylvania,2021,19,348,0,0,0,0,0
States,Rhode Island,2021,19,X,X,X,X,X,X
States,South Carolina,2021,19,372,1,1,0.54,0.27,0.27
States,South Dakota,2021,19,47,0,0,0,0,0
States,Tennessee,2021,19,25,0,0,0,0,0
States,Texas,2021,19,1818,2,1,0.17,0.11,0.06
States,Utah,2021,19,X,X,X,X,X,X
States,Vermont,2021,19,91,1,0,1.1,1.1,0
States,Virginia,2021,19,178,0,0,0,0,0
States,Washington,2021,19,515,0,0,0,0,0
States,West Virginia,2021,19,688,0,0,0,0,0
States,Wisconsin,2021,19,1995,1,1,0.1,0.05,0.05
States,Wyoming,2021,19,X,X,X,X,X,X
States,Puerto Rico,2021,19,0,0,0,0,0,0
States,Virgin Islands,2021,19,X,X,X,X,X,X
States,New York City,2021,19,X,X,X,X,X,X
States,Alabama,2021,20,246,1,0,0.41,0.41,0
States,Alaska,2021,20,X,X,X,X,X,X
States,Arizona,2021,20,253,0,0,0,0,0
States,Arkansas,2021,20,205,0,0,0,0,0
States,California,2021,20,1444,1,2,0.21,0.07,0.14
States,Colorado,2021,20,1203,0,0,0,0,0
States,Connecticut,2021,20,285,0,0,0,0,0
States,Delaware,2021,20,X,X,X,X,X,X
States,District of Columbia,2021,20,X,X,X,X,X,X
States,Florida,2021,20,X,X,X,X,X,X
States,Georgia,2021,20,756,3,4,0.93,0.4,0.53
States,Hawaii,2021,20,168,1,0,0.6,0.6,0
States,Idaho,2021,20,86,1,0,1.16,1.16,0
States,Illinois,2021,20,60,0,0,0,0,0
States,Indiana,2021,20,305,0,0,0,0,0
States,Iowa,2021,20,315,0,0,0,0,0
States,Kansas,2021,20,80,0,0,0,0,0
States,Kentucky,2021,20,649,0,0,0,0,0
States,Louisiana,2021,20,174,0,0,0,0,0
States,Maine,2021,20,118,0,0,0,0,0
States,Maryland,2021,20,669,0,0,0,0,0
States,Massachusetts,2021,20,475,0,0,0,0,0
States,Michigan,2021,20,305,0,0,0,0,0
States,Minnesota,2021,20,793,0,0,0,0,0
States,Mississippi,2021,20,21,0,1,4.76,0,4.76
States,Missouri,2021,20,2713,0,0,0,0,0
States,Montana,2021,20,396,0,0,0,0,0
States,Nebraska,2021,20,81,0,0,0,0,0
States,Nevada,2021,20,X,X,X,X,X,X
States,New Hampshire,2021,20,X,X,X,X,X,X
States,New Jersey,2021,20,X,X,X,X,X,X
States,New Mexico,2021,20,1932,1,1,0.1,0.05,0.05
States,New York,2021,20,3576,0,0,0,0,0
States,North Carolina,2021,20,102,1,0,0.98,0.98,0
States,North Dakota,2021,20,X,X,X,X,X,X
States,Ohio,2021,20,787,0,0,0,0,0
States,Oklahoma,2021,20,649,0,0,0,0,0
States,Oregon,2021,20,2336,0,0,0,0,0
States,Pennsylvania,2021,20,376,0,0,0,0,0
States,Rhode Island,2021,20,X,X,X,X,X,X
States,South Carolina,2021,20,335,1,0,0.3,0.3,0
States,South Dakota,2021,20,36,0,0,0,0,0
States,Tennessee,2021,20,25,0,1,4,0,4
States,Texas,2021,20,2055,1,3,0.19,0.05,0.15
States,Utah,2021,20,X,X,X,X,X,X
States,Vermont,2021,20,34,0,0,0,0,0
States,Virginia,2021,20,186,0,0,0,0,0
States,Washington,2021,20,535,0,0,0,0,0
States,West Virginia,2021,20,722,0,0,0,0,0
States,Wisconsin,2021,20,1809,3,7,0.55,0.17,0.39
States,Wyoming,2021,20,X,X,X,X,X,X
States,Puerto Rico,2021,20,0,0,0,0,0,0
States,Virgin Islands,2021,20,X,X,X,X,X,X
States,New York City,2021,20,X,X,X,X,X,X
States,Alabama,2021,21,242,0,1,0.41,0,0.41
States,Alaska,2021,21,X,X,X,X,X,X
States,Arizona,2021,21,239,0,0,0,0,0
States,Arkansas,2021,21,223,0,0,0,0,0
States,California,2021,21,1439,0,0,0,0,0
States,Colorado,2021,21,1127,0,1,0.09,0,0.09
States,Connecticut,2021,21,257,0,0,0,0,0
States,Delaware,2021,21,X,X,X,X,X,X
States,District of Columbia,2021,21,X,X,X,X,X,X
States,Florida,2021,21,X,X,X,X,X,X
States,Georgia,2021,21,552,4,3,1.27,0.72,0.54
States,Hawaii,2021,21,176,1,0,0.57,0.57,0
States,Idaho,2021,21,82,0,0,0,0,0
States,Illinois,2021,21,70,0,0,0,0,0
States,Indiana,2021,21,302,0,0,0,0,0
States,Iowa,2021,21,305,0,0,0,0,0
States,Kansas,2021,21,92,0,0,0,0,0
States,Kentucky,2021,21,605,0,0,0,0,0
States,Louisiana,2021,21,161,0,0,0,0,0
States,Maine,2021,21,120,0,0,0,0,0
States,Maryland,2021,21,673,1,0,0.15,0.15,0
States,Massachusetts,2021,21,371,0,0,0,0,0
States,Michigan,2021,21,298,0,0,0,0,0
States,Minnesota,2021,21,664,0,0,0,0,0
States,Mississippi,2021,21,28,0,0,0,0,0
States,Missouri,2021,21,2439,0,0,0,0,0
States,Montana,2021,21,432,0,0,0,0,0
States,Nebraska,2021,21,79,0,0,0,0,0
States,Nevada,2021,21,X,X,X,X,X,X
States,New Hampshire,2021,21,X,X,X,X,X,X
States,New Jersey,2021,21,X,X,X,X,X,X
States,New Mexico,2021,21,X,X,X,X,X,X
States,New York,2021,21,3384,0,0,0,0,0
States,North Carolina,2021,21,X,X,X,X,X,X
States,North Dakota,2021,21,X,X,X,X,X,X
States,Ohio,2021,21,911,0,0,0,0,0
States,Oklahoma,2021,21,654,0,0,0,0,0
States,Oregon,2021,21,2416,1,1,0.08,0.04,0.04
States,Pennsylvania,2021,21,374,0,0,0,0,0
States,Rhode Island,2021,21,X,X,X,X,X,X
States,South Carolina,2021,21,170,0,0,0,0,0
States,South Dakota,2021,21,39,0,0,0,0,0
States,Tennessee,2021,21,31,0,0,0,0,0
States,Texas,2021,21,1987,6,3,0.45,0.3,0.15
States,Utah,2021,21,X,X,X,X,X,X
States,Vermont,2021,21,54,0,0,0,0,0
States,Virginia,2021,21,245,0,0,0,0,0
States,Washington,2021,21,462,0,0,0,0,0
States,West Virginia,2021,21,607,0,0,0,0,0
States,Wisconsin,2021,21,1455,0,13,0.89,0,0.89
States,Wyoming,2021,21,X,X,X,X,X,X
States,Puerto Rico,2021,21,0,0,0,0,0,0
States,Virgin Islands,2021,21,X,X,X,X,X,X
States,New York City,2021,21,X,X,X,X,X,X
States,Alabama,2021,22,256,1,0,0.39,0.39,0
States,Alaska,2021,22,X,X,X,X,X,X
States,Arizona,2021,22,233,0,0,0,0,0
States,Arkansas,2021,22,224,0,0,0,0,0
States,California,2021,22,1431,0,0,0,0,0
States,Colorado,2021,22,1093,0,0,0,0,0
States,Connecticut,2021,22,253,0,0,0,0,0
States,Delaware,2021,22,X,X,X,X,X,X
States,District of Columbia,2021,22,X,X,X,X,X,X
States,Florida,2021,22,X,X,X,X,X,X
States,Georgia,2021,22,531,2,2,0.75,0.38,0.38
States,Hawaii,2021,22,194,0,0,0,0,0
States,Idaho,2021,22,X,X,X,X,X,X
States,Illinois,2021,22,131,1,0,0.76,0.76,0
States,Indiana,2021,22,207,0,0,0,0,0
States,Iowa,2021,22,244,0,0,0,0,0
States,Kansas,2021,22,82,0,0,0,0,0
States,Kentucky,2021,22,608,0,0,0,0,0
States,Louisiana,2021,22,156,0,0,0,0,0
States,Maine,2021,22,111,0,0,0,0,0
States,Maryland,2021,22,678,0,0,0,0,0
States,Massachusetts,2021,22,404,0,0,0,0,0
States,Michigan,2021,22,262,0,0,0,0,0
States,Minnesota,2021,22,695,0,0,0,0,0
States,Mississippi,2021,22,35,0,0,0,0,0
States,Missouri,2021,22,2568,0,0,0,0,0
States,Montana,2021,22,488,0,0,0,0,0
States,Nebraska,2021,22,101,0,0,0,0,0
States,Nevada,2021,22,X,X,X,X,X,X
States,New Hampshire,2021,22,X,X,X,X,X,X
States,New Jersey,2021,22,X,X,X,X,X,X
States,New Mexico,2021,22,X,X,X,X,X,X
States,New York,2021,22,2931,0,0,0,0,0
States,North Carolina,2021,22,X,X,X,X,X,X
States,North Dakota,2021,22,X,X,X,X,X,X
States,Ohio,2021,22,855,0,0,0,0,0
States,Oklahoma,2021,22,618,0,0,0,0,0
States,Oregon,2021,22,2620,0,0,0,0,0
States,Pennsylvania,2021,22,383,0,0,0,0,0
States,Rhode Island,2021,22,X,X,X,X,X,X
States,South Carolina,2021,22,76,0,0,0,0,0
States,South Dakota,2021,22,44,0,0,0,0,0
States,Tennessee,2021,22,45,0,1,2.22,0,2.22
States,Texas,2021,22,2053,1,3,0.19,0.05,0.15
States,Utah,2021,22,X,X,X,X,X,X
States,Vermont,2021,22,21,0,0,0,0,0
States,Virginia,2021,22,193,0,0,0,0,0
States,Washington,2021,22,313,0,0,0,0,0
States,West Virginia,2021,22,596,0,0,0,0,0
